enrollment_id,user_id,course_id,enroll_date
89,9672,104,2024-09-26T03:26:51
90,3038,175,2024-06-03T09:28:42
91,234,77,2024-09-23T17:55:43
92,9810,95,2024-03-23T10:00:43
93,2692,189,2024-10-04T00:46:22
94,7403,107,2024-05-28T22:26:12
95,387,112,2024-10-02T03:15:43
96,1635,52,2024-06-13T09:21:27
97,8111,18,2024-10-12T20:59:15
98,4134,188,2024-08-19T22:16:10
99,9377,175,2024-04-09T12:11:44
100,5582,57,2024-01-29T08:55:39
101,1968,33,2024-02-07T00:04:06
102,5569,104,2024-08-04T07:36:57
103,7285,160,2024-01-23T19:36:40
104,8433,132,2024-01-21T05:43:29
105,5146,169,2024-05-09T06:30:13
106,5768,19,2024-12-27T14:09:04
107,8754,7,2024-04-01T04:52:51
108,2000,26,2024-07-01T21:24:29
109,4902,87,2024-12-18T17:17:05
110,2780,98,2024-05-17T14:19:51
111,9868,179,2024-08-23T11:49:10
112,6193,184,2024-12-30T19:06:54
113,1678,199,2024-09-17T12:13:49
114,9844,179,2024-11-07T13:29:52
115,4178,136,2024-08-20T07:55:37
116,7212,141,2024-10-02T13:38:02
117,7874,32,2024-10-17T14:07:09
118,3842,34,2024-11-10T12:22:35
119,7099,146,2024-01-18T16:12:05
120,6417,55,2024-01-03T01:58:04
121,4886,43,2024-04-08T12:15:12
122,595,152,2024-07-14T22:40:20
123,2613,149,2024-08-28T15:37:48
124,6360,146,2024-05-27T22:35:47
125,1497,142,2024-04-27T11:34:22
126,3556,181,2024-06-02T06:50:27
127,4862,19,2024-09-17T16:36:55
128,4767,57,2024-05-24T01:02:59
129,3359,192,2024-02-21T08:32:59
130,9794,80,2024-12-12T12:08:54
131,915,2,2024-08-05T07:28:51
132,1845,185,2024-01-16T23:18:45
133,1996,162,2024-08-13T10:31:48
134,7626,49,2024-03-10T15:52:13
135,95,90,2024-04-11T02:05:38
136,8685,182,2024-03-06T23:16:13
137,3070,22,2024-07-14T15:15:35
138,150,172,2024-07-10T09:36:00
139,1047,91,2024-12-27T07:16:32
140,2804,163,2024-05-11T17:21:22
141,5335,29,2024-12-06T22:35:26
142,8591,6,2024-06-30T18:52:01
143,4477,165,2024-02-21T05:34:45
144,7277,123,2024-02-04T19:34:47
145,552,85,2024-05-03T05:36:44
146,8487,186,2024-10-02T20:03:42
147,1144,192,2024-07-24T23:54:29
148,456,159,2024-06-17T03:11:48
149,9746,123,2024-02-25T01:37:55
150,8361,104,2024-04-11T03:09:35
151,1947,178,2024-02-15T09:02:48
152,6116,188,2024-05-01T15:53:03
153,7311,14,2024-01-18T03:37:16
154,6181,70,2024-02-19T15:50:55
155,5818,139,2024-07-12T20:58:48
156,5381,155,2024-12-04T12:38:32
157,6375,102,2024-11-20T04:56:15
158,8446,69,2024-04-19T03:06:57
159,8071,79,2024-10-17T10:13:08
160,1321,38,2024-05-20T00:57:46
161,7124,62,2024-12-25T17:09:17
162,6154,181,2024-06-16T00:41:32
163,6590,80,2024-04-19T21:03:24
164,3608,146,2024-12-16T14:38:15
165,401,117,2024-12-06T13:38:22
166,6043,126,2024-04-12T05:21:16
167,363,180,2024-08-26T00:56:10
168,3852,24,2024-11-18T04:19:53
169,3413,99,2024-10-22T18:17:24
170,85,135,2024-12-25T21:37:38
171,1825,14,2024-04-12T10:24:07
172,8500,178,2024-07-19T18:32:04
173,8823,94,2024-05-01T13:28:03
174,4776,24,2024-06-18T05:43:14
175,7869,13,2024-12-12T16:18:15
176,7620,147,2024-03-05T01:45:38
177,7419,29,2024-05-02T13:04:23
178,2372,22,2024-10-13T04:07:08
179,7069,2,2024-07-09T19:00:46
180,3301,103,2024-10-23T13:58:14
181,5822,36,2024-02-28T17:53:22
182,7804,38,2024-08-03T19:15:49
183,7465,18,2024-11-27T06:50:59
184,727,51,2024-12-24T09:36:41
185,7122,143,2024-09-12T07:35:37
186,9841,128,2024-09-04T06:01:42
187,4313,180,2024-11-05T23:57:04
188,8001,17,2024-06-19T21:00:01
189,9462,112,2024-01-21T16:04:00
190,4544,77,2024-03-14T08:51:41
191,8015,22,2024-02-27T17:14:46
192,319,123,2024-01-22T04:36:10
193,3476,182,2024-03-30T06:27:20
194,5154,180,2024-03-12T03:00:03
195,4135,128,2024-01-14T22:15:37
196,1603,90,2024-07-01T15:01:28
197,2257,174,2024-04-11T01:27:47
198,9022,132,2024-03-04T12:26:33
199,9048,7,2024-10-01T04:03:02
200,7320,138,2024-06-30T09:59:37
201,7533,15,2024-06-18T11:49:16
202,7367,154,2024-02-15T01:25:20
203,2649,40,2024-12-13T15:38:15
204,6904,189,2024-12-26T02:11:22
205,1859,102,2024-07-11T04:54:10
206,1103,144,2024-01-16T20:12:22
207,2482,98,2024-06-20T11:15:42
208,1821,120,2024-05-18T11:00:29
209,3159,18,2024-10-02T08:37:50
210,3685,2,2024-08-05T19:32:34
211,7412,182,2024-07-07T10:23:14
212,9448,120,2024-06-26T18:37:46
213,3652,146,2024-07-10T10:59:10
214,7708,54,2024-02-13T16:29:27
215,8462,166,2024-11-24T11:47:05
216,8108,97,2024-10-06T12:41:10
217,6882,73,2024-12-02T15:54:02
218,6221,143,2024-02-27T11:57:38
219,4831,192,2024-02-18T00:32:27
220,4980,92,2024-05-15T18:32:53
221,7335,8,2024-02-06T08:12:32
222,3776,174,2024-03-20T02:56:08
223,9305,100,2024-12-03T03:57:35
224,649,39,2024-04-20T08:09:26
225,9372,180,2024-03-11T03:49:34
226,17,136,2024-11-20T06:19:55
227,8309,106,2024-03-06T08:37:23
228,6477,178,2024-10-18T05:54:58
229,5943,50,2024-07-16T13:46:46
230,1546,83,2024-11-15T10:55:28
231,2694,196,2024-04-15T22:36:05
232,7600,27,2024-08-06T17:50:46
233,4090,77,2024-12-11T23:44:19
234,6260,38,2024-09-14T12:53:28
235,5059,21,2024-08-15T10:54:32
236,9469,45,2024-03-23T11:40:32
237,3241,186,2024-08-14T15:03:21
238,4943,151,2024-01-02T14:27:16
239,3789,182,2024-07-23T06:49:08
240,6954,30,2024-10-24T19:32:16
241,372,95,2024-08-09T16:07:40
242,7021,144,2024-03-11T03:01:25
243,7121,52,2024-06-10T17:18:22
244,5703,106,2024-12-23T10:52:22
245,8348,41,2024-01-30T20:09:30
246,2662,199,2024-04-05T14:21:12
247,7181,81,2024-10-25T08:38:27
248,6652,24,2024-07-12T10:43:44
249,8657,148,2024-09-19T21:14:40
250,4879,103,2024-02-06T14:59:18
251,4316,155,2024-12-10T14:51:59
252,6159,2,2024-05-07T15:18:45
253,9966,60,2024-01-11T01:59:05
254,8309,51,2024-04-20T09:41:35
255,6475,129,2024-09-21T14:17:28
256,1375,91,2024-09-21T08:01:08
257,7394,101,2024-02-17T09:02:16
258,4404,114,2024-06-02T01:55:43
259,3547,6,2024-05-25T01:48:56
260,3978,166,2024-08-17T06:21:12
261,9389,54,2024-12-26T20:17:28
262,3412,188,2024-02-11T04:38:35
263,8989,27,2024-11-21T01:11:34
264,3893,80,2024-05-05T15:35:45
265,7325,190,2024-02-29T17:17:28
266,8343,63,2024-01-12T05:07:47
267,3250,99,2024-02-01T11:33:50
268,112,91,2024-06-27T17:41:02
269,683,35,2024-11-18T14:40:40
270,1162,58,2024-10-01T20:18:14
271,7401,189,2024-09-13T03:21:07
272,2380,36,2024-07-05T08:34:25
273,5427,102,2024-06-25T08:06:14
274,8353,92,2024-09-01T00:42:33
275,1426,56,2024-04-14T14:13:47
276,3662,67,2024-08-18T18:23:06
277,8470,57,2024-09-12T13:03:47
278,9749,169,2024-01-03T06:06:35
279,7041,31,2024-05-07T22:28:53
280,4593,131,2024-01-18T00:41:01
281,7531,166,2024-09-11T19:58:24
282,3108,181,2024-08-29T16:51:39
283,303,52,2024-06-24T23:13:00
284,4534,152,2024-05-06T04:25:53
285,2774,154,2024-10-11T02:29:44
286,7200,105,2024-10-12T04:21:15
287,4282,111,2024-12-18T04:43:08
288,4769,92,2024-11-05T12:53:25
289,1001,37,2024-08-09T00:56:28
290,1719,117,2024-02-20T05:21:05
291,7170,176,2024-03-23T02:04:54
292,7362,67,2024-12-01T06:20:31
293,3831,169,2024-01-19T21:45:05
294,7155,49,2024-11-07T07:03:42
295,5021,28,2024-09-06T23:11:49
296,2883,32,2024-04-19T21:19:21
297,999,99,2024-05-05T12:10:14
298,285,199,2024-11-05T23:16:08
299,8613,71,2024-01-22T13:37:26
300,2161,32,2024-10-15T20:43:06
301,3066,166,2024-01-28T11:11:46
302,1495,148,2024-07-31T11:51:56
303,4624,136,2024-08-21T21:45:50
304,2544,68,2024-05-28T02:49:16
305,4801,154,2024-02-05T22:38:16
306,8914,70,2024-06-03T21:37:50
307,1402,48,2024-04-09T02:17:59
308,446,96,2024-03-10T03:10:51
309,4523,197,2024-04-03T05:42:32
310,3768,108,2024-10-26T09:05:56
311,2552,46,2024-12-02T03:11:21
312,5647,186,2024-06-03T22:10:42
313,3889,198,2024-02-04T15:17:43
314,4817,67,2024-01-08T23:11:09
315,2732,29,2024-11-27T00:26:20
316,7700,83,2024-03-21T20:46:35
317,2630,138,2024-03-04T06:43:02
318,7688,71,2024-05-30T21:06:34
319,1058,193,2024-10-29T17:23:49
320,6835,65,2024-06-05T06:36:17
321,8950,145,2024-04-20T15:47:41
322,1796,22,2024-09-08T08:02:34
323,9836,100,2024-10-19T06:21:15
324,4850,14,2024-09-11T00:19:16
325,8216,6,2024-02-29T20:38:21
326,9432,158,2024-02-16T20:05:31
327,4151,47,2024-04-25T22:39:23
328,9497,148,2024-07-09T15:00:28
329,6948,144,2024-11-07T02:47:49
330,6471,196,2024-06-16T21:52:21
331,7180,34,2024-10-12T18:59:06
332,3713,1,2024-11-09T03:45:23
333,5459,176,2024-12-23T22:51:53
334,5316,8,2024-04-30T10:21:13
335,5382,22,2024-12-16T23:24:50
336,9498,68,2024-09-23T00:18:28
337,3175,34,2024-08-22T09:09:16
338,6388,188,2024-02-20T23:40:49
339,8974,173,2024-05-19T10:32:06
340,6768,37,2024-09-15T11:05:55
341,567,121,2024-02-07T07:49:26
342,4623,23,2024-11-19T03:17:41
343,4133,84,2024-05-22T16:56:45
344,8831,117,2024-07-18T02:16:27
345,6996,24,2024-03-18T14:56:06
346,4168,141,2024-07-09T03:37:02
347,2671,69,2024-06-21T23:49:27
348,9365,80,2024-12-09T20:38:51
349,9913,60,2024-05-30T17:15:23
350,8297,38,2024-07-04T00:44:23
351,1683,176,2024-04-14T06:24:33
352,9055,154,2024-08-06T16:04:20
353,8491,77,2024-08-21T03:34:52
354,771,85,2024-06-13T07:18:13
355,9655,129,2024-02-05T00:55:59
356,3855,4,2024-10-20T19:00:13
357,3119,195,2024-06-13T02:19:27
358,2133,114,2024-11-10T23:00:55
359,9902,80,2024-05-23T00:12:30
360,7226,109,2024-08-26T09:39:44
361,991,141,2024-03-13T08:57:44
362,711,167,2024-06-17T14:09:37
363,4305,31,2024-09-01T22:25:19
364,5368,152,2024-06-14T10:46:01
365,39,128,2024-02-06T02:19:59
366,1276,79,2024-01-16T16:54:37
367,7070,5,2024-07-18T08:41:21
368,4858,127,2024-05-12T17:17:34
369,1437,177,2024-06-29T00:21:53
370,9662,86,2024-09-19T16:52:41
371,2100,86,2024-03-28T01:58:37
372,8566,139,2024-09-08T12:10:06
373,7694,24,2024-09-23T12:11:17
374,4252,45,2024-10-04T03:33:53
375,4026,111,2024-03-01T05:21:15
376,9306,34,2024-12-27T10:27:03
377,6213,139,2024-07-11T08:44:16
378,3235,185,2024-07-23T18:35:37
379,9458,157,2024-09-01T11:55:14
380,7663,150,2024-09-08T08:34:40
381,7551,161,2024-07-22T18:21:05
382,3124,200,2024-02-02T14:39:29
383,654,122,2024-04-22T21:32:54
384,4159,177,2024-06-30T20:07:08
385,8701,109,2024-06-18T20:26:56
386,9880,23,2024-01-31T18:02:24
387,5544,197,2024-12-18T07:47:19
388,9581,29,2024-11-07T06:56:16
389,2198,6,2024-07-04T11:39:38
390,3912,52,2024-04-26T15:52:05
391,5236,89,2024-02-27T17:06:47
392,4800,89,2024-02-19T15:05:12
393,8708,122,2024-09-22T18:16:05
394,5361,142,2024-12-16T15:40:18
395,8222,17,2024-04-26T16:00:41
396,326,28,2024-11-22T19:42:08
397,3767,9,2024-04-06T13:37:07
398,4112,115,2024-07-22T03:34:16
399,8303,124,2024-06-15T02:44:57
400,7016,194,2024-04-24T18:05:18
401,6857,4,2024-08-08T19:08:12
402,107,148,2024-01-19T12:51:35
403,2427,169,2024-08-01T23:38:21
404,4379,36,2024-01-30T17:20:05
405,4365,134,2024-12-22T05:52:28
406,2532,65,2024-01-18T12:18:53
407,6811,178,2024-07-18T09:22:12
408,5317,192,2024-02-11T19:12:16
409,5363,3,2024-07-17T07:37:03
410,4694,37,2024-06-14T00:28:51
411,8991,109,2024-06-09T09:37:11
412,5269,3,2024-02-06T16:39:29
413,2012,161,2024-06-29T10:54:44
414,426,187,2024-09-13T15:37:02
415,3045,143,2024-10-06T17:46:32
416,6230,56,2024-08-08T18:36:03
417,1240,61,2024-11-11T16:04:33
418,6567,68,2024-04-08T09:40:33
419,3392,79,2024-05-18T01:06:19
420,4214,71,2024-04-08T23:28:09
421,3998,111,2024-08-15T09:53:17
422,3007,196,2024-02-01T18:08:51
423,7026,190,2024-10-25T12:18:25
424,3040,195,2024-07-14T12:26:36
425,6559,23,2024-01-07T07:38:06
426,8791,14,2024-02-14T05:57:20
427,1185,134,2024-10-14T14:06:39
428,2585,33,2024-09-13T22:21:24
429,8103,9,2024-06-28T18:20:40
430,7117,140,2024-03-10T17:32:51
431,4384,117,2024-11-01T07:42:05
432,3937,95,2024-03-11T18:18:10
433,1700,179,2024-11-23T08:29:20
434,4508,3,2024-06-01T14:37:40
435,136,184,2024-01-18T13:50:30
436,2026,46,2024-02-02T08:19:27
437,3536,36,2024-06-10T15:44:44
438,4855,141,2024-12-06T11:57:07
439,5368,13,2024-09-30T13:17:02
440,2891,186,2024-04-25T14:16:33
441,2758,85,2024-05-01T22:11:31
442,3774,162,2024-08-16T01:10:43
443,8573,43,2024-10-08T05:03:05
444,6653,128,2024-06-25T16:53:24
445,1529,156,2024-10-21T03:03:12
446,4572,184,2024-09-17T07:16:29
447,5050,47,2024-06-23T17:49:06
448,849,163,2024-08-30T06:20:03
449,4128,19,2024-11-09T17:33:33
450,7352,83,2024-04-12T22:40:20
451,5867,97,2024-05-12T13:28:01
452,5870,179,2024-12-22T13:25:24
453,2122,99,2024-12-04T09:31:20
454,4682,148,2024-11-10T13:48:11
455,473,29,2024-03-13T16:45:12
456,1788,128,2024-03-22T23:17:59
457,114,72,2024-03-12T21:08:22
458,9529,65,2024-01-31T09:04:05
459,6474,38,2024-10-17T02:49:04
460,8531,177,2024-08-22T14:10:51
461,2286,124,2024-04-10T17:00:57
462,1197,94,2024-12-04T12:02:52
463,79,156,2024-09-18T12:37:28
464,4560,33,2024-02-11T07:04:24
465,6018,13,2024-06-17T11:17:56
466,2653,172,2024-07-26T12:44:43
467,4319,101,2024-01-07T22:58:55
468,5386,180,2024-01-03T06:29:55
469,9449,127,2024-06-02T09:03:00
470,7055,77,2024-02-15T07:31:12
471,828,121,2024-01-06T04:00:28
472,4924,169,2024-03-07T16:41:22
473,3386,49,2024-09-11T16:30:29
474,6057,110,2024-07-04T07:04:46
475,1966,135,2024-06-27T17:01:48
476,2428,36,2024-09-25T16:06:05
477,2842,93,2024-06-06T07:43:38
478,8806,154,2024-12-03T09:37:16
479,8755,155,2024-09-12T10:22:03
480,6564,24,2024-10-16T00:52:59
481,5841,199,2024-08-21T17:59:51
482,7811,81,2024-10-08T21:59:04
483,6065,161,2024-07-08T00:34:56
484,7145,98,2024-04-27T14:18:01
485,4353,146,2024-08-28T04:49:55
486,185,105,2024-11-11T18:56:38
487,5810,5,2024-08-27T12:28:42
488,4066,129,2024-05-20T02:14:09
489,7182,71,2024-09-25T05:26:20
490,8438,122,2024-09-18T16:18:01
491,7505,3,2024-09-25T02:00:01
492,7427,36,2024-09-19T04:24:33
493,9058,163,2024-06-02T09:38:27
494,2088,179,2024-11-08T11:47:42
495,601,121,2024-04-27T12:57:52
496,7805,140,2024-02-04T00:49:07
497,5538,15,2024-02-18T13:55:06
498,3034,132,2024-02-22T11:21:11
499,2057,184,2024-01-06T09:19:58
500,8725,16,2024-03-15T02:24:15
501,5085,134,2024-02-13T11:06:00
502,2043,63,2024-11-12T21:22:30
503,7961,23,2024-01-07T04:03:40
504,358,77,2024-09-27T07:29:33
505,378,172,2024-03-14T02:20:52
506,4489,1,2024-11-29T14:34:20
507,4798,185,2024-01-11T09:56:12
508,3308,76,2024-03-22T06:09:36
509,2597,27,2024-07-05T20:20:14
510,784,25,2024-09-08T21:36:23
511,5925,86,2024-02-26T08:56:06
512,2380,62,2024-09-09T08:00:50
513,7832,146,2024-04-03T21:33:17
514,9175,93,2024-06-18T05:50:34
515,9235,30,2024-11-23T00:50:41
516,5268,158,2024-08-31T03:17:39
517,7639,84,2024-11-29T06:54:16
518,2539,175,2024-11-02T19:26:28
519,862,150,2024-07-28T03:57:11
520,1877,125,2024-03-15T03:27:06
521,3527,170,2024-02-03T10:27:00
522,9878,34,2024-04-26T20:45:28
523,1623,191,2024-10-25T22:19:15
524,5519,4,2024-06-28T23:26:21
525,2658,31,2024-02-27T13:00:14
526,1933,51,2024-07-03T01:53:54
527,8700,50,2024-06-12T20:11:57
528,3479,14,2024-01-09T11:20:51
529,2657,8,2024-02-15T05:28:29
530,9314,101,2024-03-05T12:12:55
531,290,69,2024-12-16T11:07:14
532,7012,136,2024-02-29T04:40:41
533,5859,139,2024-10-13T21:56:22
534,7324,29,2024-09-29T20:41:20
535,2830,183,2024-06-21T22:10:45
536,5963,167,2024-07-07T08:57:51
537,4813,141,2024-07-02T02:35:52
538,7265,64,2024-01-08T14:56:38
539,9593,49,2024-11-29T21:53:01
540,8759,19,2024-06-23T13:47:43
541,1474,127,2024-08-15T06:42:15
542,1988,195,2024-04-04T05:28:20
543,7674,83,2024-03-19T04:36:36
544,3261,96,2024-04-24T12:01:40
545,7491,115,2024-08-09T03:28:35
546,6740,103,2024-11-18T03:02:29
547,3252,180,2024-11-19T19:56:18
548,5906,117,2024-06-01T03:13:11
549,5301,78,2024-01-20T18:37:44
550,5055,71,2024-05-09T15:42:29
551,1717,20,2024-01-04T01:23:37
552,9205,96,2024-02-09T20:53:36
553,1311,110,2024-09-01T19:50:45
554,618,182,2024-11-25T04:28:47
555,4258,95,2024-10-03T22:30:24
556,6100,86,2024-06-16T16:33:19
557,469,133,2024-06-10T10:28:24
558,5906,95,2024-11-25T13:40:36
559,1140,79,2024-07-11T12:17:19
560,9629,190,2024-10-13T06:04:04
561,8729,145,2024-08-12T17:30:50
562,952,181,2024-08-19T09:37:37
563,8013,37,2024-10-10T22:08:45
564,3007,19,2024-08-03T06:29:33
565,6076,138,2024-04-22T22:12:54
566,7891,44,2024-01-15T09:01:31
567,5953,177,2024-07-08T07:47:48
568,7078,89,2024-06-04T05:17:27
569,9043,37,2024-07-07T18:47:21
570,1972,58,2024-07-18T08:49:19
571,1192,128,2024-08-17T12:53:07
572,3921,143,2024-10-08T09:53:37
573,7766,148,2024-08-25T11:32:57
574,6194,183,2024-12-29T05:27:01
575,3047,141,2024-09-20T13:38:36
576,305,148,2024-12-17T11:53:35
577,6340,43,2024-11-13T04:05:43
578,8044,169,2024-12-02T22:56:12
579,4909,48,2024-07-08T11:34:17
580,2805,56,2024-03-31T01:31:06
581,3937,111,2024-10-04T09:40:06
582,713,196,2024-01-24T13:48:31
583,6849,172,2024-07-24T04:11:42
584,9874,175,2024-01-08T09:16:33
585,9526,178,2024-06-12T21:22:02
586,8367,32,2024-08-11T20:28:07
587,3206,54,2024-05-02T15:56:12
588,5186,167,2024-08-02T20:43:00
589,9609,186,2024-01-25T15:57:41
590,6507,61,2024-04-14T00:31:56
591,1773,110,2024-12-12T18:13:07
592,1075,111,2024-09-08T18:35:47
593,5448,100,2024-06-11T00:00:10
594,8784,200,2024-12-11T07:23:27
595,5265,147,2024-07-02T19:49:46
596,7323,69,2024-02-15T09:58:00
597,6652,150,2024-07-11T03:45:57
598,2411,163,2024-08-29T19:57:13
599,9040,138,2024-12-30T15:46:59
600,6442,143,2024-09-07T22:49:56
601,8686,2,2024-05-14T16:04:32
602,8738,150,2024-06-23T02:41:43
603,9733,112,2024-09-27T21:18:20
604,9076,99,2024-06-18T09:57:30
605,3957,103,2024-01-09T01:56:04
606,6554,12,2024-03-03T15:44:11
607,6870,125,2024-04-21T20:27:18
608,7532,190,2024-10-09T00:45:35
609,3095,45,2024-03-15T15:26:45
610,2366,186,2024-07-01T05:38:16
611,6669,148,2024-05-13T12:53:23
612,5001,179,2024-06-19T03:29:15
613,7921,7,2024-03-31T03:21:28
614,3348,152,2024-07-16T03:30:35
615,3676,67,2024-03-26T07:46:27
616,953,70,2024-08-16T05:22:34
617,3301,97,2024-12-19T01:08:52
618,3180,53,2024-09-23T00:25:16
619,3248,162,2024-05-11T17:08:06
620,4416,161,2024-12-23T23:11:54
621,3358,93,2024-08-21T19:58:47
622,6473,151,2024-11-27T10:45:57
623,5997,58,2024-11-23T04:21:46
624,4849,196,2024-10-04T18:08:21
625,5476,69,2024-09-12T03:17:37
626,1038,168,2024-06-30T22:25:53
627,8263,47,2024-02-20T22:29:11
628,7009,43,2024-12-08T23:46:21
629,5932,189,2024-04-23T22:37:50
630,5643,170,2024-10-07T18:48:06
631,106,62,2024-10-03T06:35:25
632,770,195,2024-05-31T14:31:24
633,2941,55,2024-06-10T21:25:36
634,7900,107,2024-11-19T12:52:31
635,6615,49,2024-09-18T09:48:52
636,5806,106,2024-09-10T09:44:33
637,4356,177,2024-10-12T06:49:30
638,934,78,2024-05-19T21:49:30
639,8767,119,2024-11-05T03:00:10
640,5661,161,2024-07-02T10:23:11
641,5907,28,2024-11-06T14:15:26
642,6051,57,2024-11-23T23:36:07
643,8262,169,2024-03-03T22:11:22
644,4475,120,2024-08-29T11:59:27
645,9495,120,2024-03-21T11:19:26
646,255,4,2024-04-19T16:41:31
647,9900,20,2024-09-25T05:46:03
648,7088,117,2024-10-17T23:33:22
649,4788,89,2024-02-03T11:22:00
650,7863,163,2024-09-16T01:25:00
651,9026,53,2024-07-06T12:51:31
652,6357,39,2024-02-20T03:16:01
653,3743,53,2024-03-08T07:11:24
654,2036,121,2024-03-18T11:19:39
655,1968,86,2024-03-01T16:57:10
656,8292,99,2024-08-23T05:59:23
657,1853,118,2024-07-10T03:30:12
658,3184,92,2024-02-09T04:29:27
659,6619,138,2024-11-04T03:47:33
660,8304,113,2024-06-10T13:15:18
661,183,83,2024-07-10T17:51:04
662,6741,65,2024-04-27T22:14:26
663,165,1,2024-04-01T03:44:19
664,6959,181,2024-03-22T08:03:23
665,2138,174,2024-08-04T06:02:11
666,455,154,2024-01-19T06:31:53
667,2286,130,2024-01-08T00:59:21
668,7847,28,2024-05-19T08:08:05
669,4823,84,2024-12-08T02:38:24
670,542,155,2024-04-11T06:54:24
671,6034,28,2024-05-18T15:53:24
672,2666,124,2024-09-19T21:25:29
673,7150,31,2024-03-02T14:18:36
674,5799,175,2024-03-08T20:27:35
675,5786,135,2024-11-17T13:02:27
676,4615,72,2024-11-29T18:45:48
677,4293,48,2024-12-13T08:56:52
678,6190,26,2024-07-14T12:45:48
679,6674,183,2024-01-13T09:58:55
680,1689,89,2024-11-09T08:03:57
681,5096,135,2024-01-25T17:24:22
682,7584,105,2024-05-11T03:54:57
683,7825,57,2024-06-16T05:40:25
684,1638,115,2024-02-14T06:16:14
685,5967,186,2024-08-27T20:06:13
686,4671,120,2024-03-29T00:54:22
687,5204,1,2024-02-16T20:53:38
688,5135,82,2024-08-06T06:02:48
689,1891,200,2024-03-28T00:43:21
690,3206,29,2024-07-07T21:15:11
691,8670,150,2024-04-10T03:04:35
692,2367,168,2024-05-12T04:03:05
693,7560,190,2024-10-31T19:39:57
694,2527,14,2024-05-17T23:05:09
695,7808,130,2024-10-25T19:05:04
696,367,163,2024-01-19T03:03:18
697,6522,71,2024-10-26T01:48:16
698,9908,195,2024-12-06T20:53:02
699,6607,125,2024-08-04T07:49:28
700,13,79,2024-04-13T21:11:56
701,8728,107,2024-12-14T02:17:11
